epoch,train_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_auc
1,0.6798668936078931,0.712015503875969,0.6398594576719576,0.6949290377753121,0.9612403100775194,0.6658709677419354
2,0.6439113402624189,0.7606589147286822,0.6610598544973545,0.6833325482550121,0.9612403100775194,0.7045806451612904
3,0.612866369570479,0.7587209302325582,0.6941592261904762,0.693796360776538,0.9612403100775194,0.7015483870967741
4,0.5719901052890001,0.7484496124031008,0.7479050925925926,0.6955686069670177,0.9612403100775194,0.6495483870967741
5,0.5423624246024791,0.8063953488372093,0.7856498015873014,0.6893294013681865,0.9612403100775194,0.7003225806451613
6,0.4989866303440965,0.7932170542635659,0.81192791005291,0.6837621529897054,0.9612403100775194,0.7241290322580646
7,0.507673470556368,0.8244186046511628,0.8091501322751322,0.6971503893534342,0.9612403100775194,0.713483870967742
8,0.5057785246107314,0.8315891472868217,0.8274636243386244,0.6815586388111115,0.9612403100775194,0.7089032258064516
9,0.45447140628540955,0.8476744186046512,0.8497189153439153,0.6667591404347193,0.9395348837209302,0.7109032258064516
10,0.4591716862295145,0.8348837209302326,0.8619824735449735,0.6488165656725565,0.7953488372093023,0.7279354838709677
11,0.43815155502086806,0.8503875968992248,0.8568287037037037,0.6721176888261523,0.9534883720930233,0.7330967741935484
12,0.444058633742877,0.8523255813953489,0.860692791005291,0.685293436050415,0.9612403100775194,0.7235483870967743
13,0.39462160457063605,0.857170542635659,0.893095238095238,0.6373690054530189,0.7193798449612403,0.7021290322580646
14,0.4099414132443475,0.8627906976744186,0.8903439153439153,0.6401874650092352,0.8496124031007752,0.7338709677419355
15,0.41440108386270796,0.8374031007751938,0.8893386243386243,0.6944925891501563,0.931782945736434,0.7200645161290322
16,0.4107839488596828,0.8542635658914729,0.8916054894179896,0.7089497106415885,0.9565891472868217,0.744
17,0.41625115574326044,0.8655038759689923,0.88583167989418,0.6819724766981035,0.951937984496124,0.7531612903225807
18,0.41815459990391024,0.8666666666666667,0.8871891534391534,0.7411906172831854,0.9627906976744186,0.7369032258064515
19,0.384743262404277,0.8608527131782946,0.9011904761904762,0.7330614590928668,0.9565891472868217,0.7387741935483871
20,0.38815125524077887,0.8587209302325581,0.9045800264550264,0.6067198699428922,0.7147286821705426,0.7356774193548389
21,0.3888718409026847,0.857170542635659,0.9057291666666667,0.6068598869301024,0.813953488372093,0.7627741935483872
22,0.37335124984383583,0.8744186046511628,0.9010152116402117,0.662597595226197,0.8883720930232558,0.7600645161290324
23,0.3681194174022954,0.8765503875968992,0.9059341931216931,0.7526069340251741,0.9457364341085271,0.7394838709677419
24,0.3956875977232868,0.875,0.8935400132275132,0.586710295506886,0.7488372093023256,0.7835483870967742
25,0.35156811249476894,0.8753875968992249,0.9218287037037037,0.6532181394951684,0.9023255813953488,0.7695483870967741
26,0.3613469642299561,0.8852713178294573,0.9228158068783068,0.729616180062294,0.9395348837209302,0.7645806451612903
27,0.37005829923774725,0.8746124031007751,0.9111359126984127,0.8014770018912497,0.9596899224806201,0.7734193548387097
28,0.38967272687565396,0.8746124031007751,0.9060350529100529,0.6977590251536596,0.9348837209302325,0.7692258064516129
29,0.3708580121581937,0.8893410852713178,0.9124255952380952,0.7624335998580569,0.937984496124031,0.7370967741935485
30,0.351469120953554,0.888953488372093,0.9186574074074074,1.2549235052650882,0.9627906976744186,0.7367741935483871
31,0.317484489078691,0.890891472868217,0.9377645502645502,0.9204894586333207,0.9550387596899225,0.7498064516129033
32,0.30775811743957027,0.8819767441860465,0.9353802910052911,0.7590497735710371,0.8697674418604651,0.749741935483871
33,0.3167401313965703,0.8846899224806202,0.9323544973544973,0.8744050863952864,0.951937984496124,0.7473548387096773
34,0.3766534574283862,0.888953488372093,0.911792328042328,0.6462573182015192,0.8263565891472868,0.7831612903225806
35,0.3087529452908554,0.887015503875969,0.9401901455026455,0.5805111463580813,0.765891472868217,0.778451612903226
36,0.2902893756090859,0.892829457364341,0.9457010582010582,0.6826861649751663,0.8666666666666667,0.7730322580645161
37,0.2860879450576541,0.9075581395348837,0.9466583994708996,0.9206839482344332,0.9255813953488372,0.7632258064516129
38,0.30942388879204236,0.890891472868217,0.9391220238095238,0.9819675220974854,0.9348837209302325,0.7282580645161291
39,0.3132455244798351,0.8906976744186047,0.9289765211640213,0.5693665764161518,0.6,0.7883225806451613
40,0.286703643883452,0.8941860465116279,0.9437979497354497,0.9973700775631836,0.9023255813953488,0.7381290322580646
41,0.31551865737793255,0.8883720930232558,0.9349520502645502,0.6431416003477006,0.772093023255814,0.7573548387096775
42,0.292999128592603,0.8986434108527132,0.9449024470899471,0.7198188432625362,0.8263565891472868,0.7569677419354839
43,0.31160497741290816,0.8806201550387597,0.936521164021164,0.6641555889731362,0.7410852713178294,0.7579354838709678
44,0.3068898915324682,0.8924418604651163,0.9372271825396825,0.7504673763400033,0.8589147286821706,0.7498709677419356
45,0.3130377996253011,0.8664728682170543,0.9334920634920635,0.9398834022382895,0.9038759689922481,0.7632903225806451
46,0.2879794643800936,0.9017441860465116,0.9490906084656086,0.756143990726698,0.7875968992248062,0.7650322580645161
