epoch,train_loss,train_accuracy,train_auc,val_loss,val_accuracy,val_auc
1,0.6130207605557899,0.7414644621000644,0.7212058212058213,0.651277106059225,0.09948542024013722,0.5900492610837438
2,0.568708042780014,0.7622933218810393,0.7611274960112171,0.6543475985527039,0.09948542024013722,0.5533333333333333
3,0.567289993371049,0.74855056903586,0.763768553884833,0.6583091553888822,0.09948542024013722,0.6113957307060756
4,0.5469771527672467,0.7599312862357741,0.7947481023062419,0.6519706594316583,0.09948542024013722,0.5462068965517242
5,0.5358060296267679,0.7603607472621859,0.8023352511724604,0.6477384096697757,0.09948542024013722,0.6588177339901478
6,0.5142292886564176,0.7790423019111016,0.818330271237248,0.6483236237576133,0.09948542024013722,0.6756650246305419
7,0.5115128751486948,0.7816190680695727,0.8166441038534062,0.6548090420271221,0.10120068610634649,0.6737274220032841
8,0.5096207975524746,0.7788275713978956,0.8236148044287579,0.6377089368669611,0.09948542024013722,0.6923152709359606
9,0.5055597637818284,0.7878462529525445,0.820972537833003,0.6435150064920124,0.11149228130360206,0.6900492610837439
10,0.4842176701720447,0.7831221816620142,0.8318764202485133,0.629150789034994,0.09948542024013722,0.7112972085385878
11,0.49082554417521984,0.7756066136998068,0.843463230672533,0.6300856659286901,0.09948542024013722,0.6457471264367817
12,0.4762413442543108,0.7940734378355164,0.8494089348740511,0.6263162556447481,0.09948542024013722,0.677504105090312
13,0.49266740914485224,0.7908524801374275,0.8495056326451677,0.6335043499344274,0.10120068610634649,0.6823645320197045
14,0.45794355848880663,0.7938587073223105,0.8600190978097954,0.6292901305775893,0.13550600343053174,0.7190476190476189
15,0.4522998688155658,0.8065278076014601,0.8665365275830392,0.6283190375880191,0.13550600343053174,0.7163546798029556
16,0.4419082447069965,0.8129697229976379,0.8671535802349757,0.6264661801488776,0.1509433962264151,0.711231527093596
17,0.4335065720832511,0.8153317586429032,0.878303437605763,0.6187450807345541,0.12178387650085763,0.7076190476190475
18,0.462627467125246,0.8142581060768735,0.8734395397186097,0.6162199378013611,0.1320754716981132,0.7005254515599344
19,0.44015865701518647,0.8387373845823491,0.8728569356476334,0.6189093072163431,0.09948542024013722,0.6769458128078819
20,0.43418774468033283,0.8273566673824351,0.8813723831165691,0.6089692492234079,0.1234991423670669,0.7230870279146141
21,0.4161317163746651,0.8243504401975521,0.8911134748344052,0.6141650237535176,0.1320754716981132,0.7183579638752052
22,0.4317519369803063,0.8243504401975521,0.8815790746023305,0.6185116313005748,0.1097770154373928,0.6920525451559935
23,0.4186091512849886,0.8475413356237922,0.8883080307498913,0.6159317964001706,0.10463121783876501,0.685648604269294
24,0.3976723021023894,0.8501181017822632,0.8971317023642605,0.6247950039411846,0.1097770154373928,0.708111658456486
25,0.38880501228244335,0.8484002576766159,0.9036358361939757,0.6120186306928334,0.12521440823327615,0.6978981937602627
26,0.3846763478056209,0.8395963066351728,0.9039815307257167,0.6132990623775282,0.1234991423670669,0.6991789819376026
27,0.3707829055516687,0.8634313936010307,0.9132911086399459,0.6076405958125466,0.11320754716981132,0.7260755336617405
28,0.3802517190167349,0.8587073223105003,0.9066159406275686,0.6197363436222076,0.1234991423670669,0.6909688013136288
29,0.394140717407612,0.8428172643332618,0.8991333462263695,0.6102519913723594,0.13893653516295026,0.6879802955665024
30,0.36746159522500754,0.8372342709899077,0.915152540733936,0.6252943277359009,0.1183533447684391,0.6905090311986863
31,0.36875963420288205,0.8447498389521151,0.9128354203935599,0.6273391199739355,0.1183533447684391,0.6927093596059113
32,0.3615382038669227,0.85398325101997,0.9148237683121404,0.6281875418989282,0.12006861063464837,0.7094581280788177
33,0.37635923248447783,0.8574189392312648,0.9167528888459122,0.6300846557868155,0.11492281303602059,0.6869622331691296
34,0.3658740159685481,0.8524801374275285,0.9113909974375091,0.6045375089896353,0.13550600343053174,0.7046305418719212
35,0.35195498622647703,0.8499033712690574,0.9186578349369047,0.6463890091369027,0.12178387650085763,0.7092610837438423
36,0.3294049568780481,0.8735237277217093,0.9267345162694001,0.6649796021612067,0.11492281303602059,0.700919540229885
37,0.3682750386938657,0.8612840884689714,0.9171046269883479,0.6158726246733415,0.1595197255574614,0.6866009852216748
38,0.35863920316508374,0.8612840884689714,0.92179688633177,0.6315562599583676,0.15437392795883362,0.6797372742200327
39,0.3293184725287026,0.862572471548207,0.93044650195813,0.6525098446168398,0.12864493996569468,0.6961904761904762
40,0.3548954337427061,0.85398325101997,0.9214378958565005,0.6610779519143858,0.11492281303602059,0.7191461412151067
41,0.3367491573707698,0.8604251664161477,0.9281825653918677,0.6628316766337344,0.12006861063464837,0.7019704433497537
42,0.3472113120433402,0.8614988189821774,0.9271225160760046,0.717378202237581,0.12178387650085763,0.6876847290640393
43,0.32921155822807796,0.8587073223105003,0.9341210172605523,0.714754592431219,0.11663807890222985,0.6765188834154352
44,0.2969123522610697,0.8771741464462101,0.9447372238069911,0.7274175247079447,0.14922813036020582,0.6939901477832512
45,0.30374365953141697,0.8853339059480352,0.9439793550258667,0.6815889305190036,0.1732418524871355,0.6828899835796388
46,0.349117067068407,0.8645050461670604,0.9272192138471208,0.6711731090357429,0.15780445969125215,0.7089983579638751
47,0.3583824318667797,0.8578484002576766,0.9219648987090847,0.709959012897391,0.14065180102915953,0.6926765188834154
48,0.3293416691969519,0.8752415718273566,0.934606923560412,0.6634032389051036,0.17495711835334476,0.6875533661740558
49,0.29725415871976174,0.8720206141292678,0.9426364647294879,0.7303912694516935,0.1234991423670669,0.6733004926108376
50,0.30724691089293726,0.8752415718273566,0.9363148479427549,0.6895905246860102,0.1457975986277873,0.6899178981937603
51,0.3118379077784819,0.8707322310500322,0.9380396944350433,0.7285917777764169,0.12178387650085763,0.6674876847290641
52,0.2988184611376834,0.8739531887481211,0.9440905574626506,0.6353613412693927,0.16638078902229847,0.7086699507389163
53,0.29336946942422487,0.885763366974447,0.9447166755306291,0.6410031812755685,0.23156089193825044,0.6844663382594417
54,0.2841471679100435,0.8864075585140648,0.9484721752163612,0.664374294249635,0.16295025728987994,0.6868637110016421
55,0.2686893302079749,0.8840455228687997,0.9532284968331479,0.6613936259558326,0.2109777015437393,0.6916584564860427
56,0.30985300082152023,0.8872664805668885,0.9411799545520476,0.7394435413573918,0.15780445969125215,0.6792446633825945
57,0.30091771547210544,0.8784625295254456,0.942130010153266,0.7142216320100584,0.1320754716981132,0.6789490968801314
